pwsid,Name,population,service_connections,state_classification,activity_status_cd,regulating_agency,carceral_sys,count_of_viols_over5yrs_mcl,count_of_viols_over5yrs_mon,binary_viol_over5yrs_mcl,binary_viol_over5yrs_mon
CA1000430,COUNTRYSIDE CARE CENTER,1274,1,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1000439,SOMMERVILLE ALMOND TREE OWNERS ASSN,500,4,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000440,HMC GROUP COLD STORAGE,580,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000442,CHERRY AUCTION,7000,8,TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1000443,BLUFF POINTE GOLF COURSE AND LEARNING CE,200,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000447,E&J GALLO WINERY,245,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000453,JOHNNY QUIK STORE #149,150,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000454,VIKING RV PARK,55,50,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,3,0,1
CA1000457,CHURCH OF THE REDEEMER,120,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,1,0,1,0
CA1000459,JACK'S GAS #2,300,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1000460,BELMONT TEMPERANCE PROPERTY WATER SYSTEM,27,4,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1000461,WESTERN VALLEY MEAT COMPANY,815,4,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1000462,FOUR BAR C FARMS,40,5,TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,1,0,1
CA1000467,USA WASTE OF CALIFORNIA,50,6,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000468,CARUTHERS RAISIN PACKING CO,150,10,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1000471,FCSA #39 A&B,395,141,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000472,PG&E HELMS SUPPORT FACILITY,40,22,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000473,BELMONT COUNTRY CLUB,150,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000474,BEAR MOUNTAIN LIBRARY/ACT CNTR,125,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000476,FOOTHILL ELEMENTARY SCHOOL,750,12,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,2,0,1
CA1000478,DINKEY CREEK INN,26,7,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,3,0,1
CA1000480,FOWLER PACKING COMPANY,470,5,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1000482,WOLF LAKES PARK,208,5,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1000484,FCSA #34/ MILLERTON NEW TOWN,1117,403,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,3,2,1,1
CA1000485,TESSENDERLO KERLEY INC,70,8,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1000486,LION RAISINS PACKING COMPANY,80,3,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000487,VERMILION VALLEY RESORT,30,5,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1000488,DANTE CLUB OF FRESNO,240,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000490,LOS GATOS TOMATO PRODUCTS,219,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000492,TABERNACLE OF PRAISE CHURCH,50,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,2,0,1
CA1000495,THE VINE,73,4,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,2,0,1
CA1000497,OAK VIEW TERRACE,30,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1000502,ST JUDE CATHOLIC CHURCH,100,5,TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1000508,SIERRA LUTHERAN CHURCH,102,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000511,CROSSOVER COMMUNITY CHURCH,80,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,3,0,1
CA1000513,KINGDOM HALL OF JEHOVAH S WITNESSES,720,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1000514,KINGS RIVER PACKING COMPANY,500,2,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1000515,MICHELSEN PACKAGING,25,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1000517,BLOSSOM TRAIL CAFE,318,3,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000520,"JOSAN AND JOSAN, INC.",402,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1000524,AUBERRY SEVENTH DAY ADVENTIST CHURCH,75,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000525,SIERRA ENDANGERED CAT HAVEN,32,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000526,HARRIS RANCH BEEF CO,1009,2,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1000528,BEAR MOUNTAIN PIZZA,37,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000529,NEW HOPE COMMUNITY CHURCH,204,4,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000533,THREE CROWNS ASSOCIATION,25,24,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,1,0,1
CA1000534,CHOOLJIAN BROS PACKING CO,30,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000537,ALLUVIAL FUEL INC.,100,5,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1000540,"BHANDAL, INC.",25,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,1,0,1
CA1000541,FRESNO VALVES & CASTINGS,250,2,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000545,SELMA EXXON TIGER MART,203,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1000546,FCSA #49/ FIVE POINTS,440,46,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,3,0,1,0
CA1000548,PG&E AUBERRY SERVICE CENTER,25,4,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000549,FCSA #31/SHAVER LAKE COMM. CENTER,25,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000550,FCSA #44D/MONTE VERDI,350,125,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000551,FCSA #43/RAISIN CITY,182,68,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000552,FRESNO SOUTH JEHOVAH WITNESSES,200,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1000553,TRINITY PRESBYTERIAN CHURCH,450,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000554,FCSA #10A/MANSIONETTE ESTATES,81,29,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,2,0,1,0
CA1000555,FCSA #44C/RIVERVIEW ESTATES,34,12,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000557,HOLLAND PARK WEST,200,4,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,2,0,1
CA1000560,CENTRAL CA ALMOND GROWERS ASSN,145,7,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000562,SOUTHWEST TRANSPORTATION AGENCY,25,2,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1000564,WONDERFUL PISTACHIOS & ALMONDS-EL DORADO,30,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1000565,USDA AGRICULTURAL RESEARCH SERVICE,130,27,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1000566,FOSTER FARMS - CEDAR HATCHERY,55,2,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1000568,GURDWARA GUR NANAK PARKASH - FRESNO,150,5,TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,3,0,1
CA1000570,JUVENILE JUSTICE CAMPUS,565,15,COMMUNITY,A ,DISTRICT 23 - FRESNO,exclusive_carceral,0,1,0,1
CA1000573,MOUNTAIN VALLEY COMMUNITY CHURCH,242,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000574,FCSA #34B/VENTANA HILLS,48,15,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000575,POINDEXTER NUT COMPANY,50,6,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1000576,LONE STAR DEHYDRATOR,175,2,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,2,0,1
CA1000578,WEST TECH INDUSTRIAL PARK,42,34,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1000579,OAK KNOLL PROFESSIONAL CTR,25,4,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000580,CAMPOS BROS. FARMS,520,10,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1000583,SEQUOIA BIBLE FELLOWSHIP,39,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000584,TRUE ORGANIC PRODUCTS,90,4,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000585,MURRIETA/HERNANDEZ FARMS,25,10,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,3,0,1
CA1000586,SJRP COKE HALLOWELL CENTER,39,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1000587,THE POINT AT SHAVER LAKE,28,11,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1000589,AUBERRY BRANCH LIBRARY,100,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000590,FCOE SCOUT ISLAND,205,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000591,SUMNER PECK RANCH,100,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000592,SHANT BHAVAN PUNJABI FUNERAL HOME,1200,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1000593,VIE-DEL COMPANY,60,2,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,1,0,1
CA1000599,SHERWOOD FOREST GOLF CLUB,100,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000600,CANYON FEED & SUPPLY,25,4,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000601,SCHOOL HOUSE RESTAURANT AND TAVERN,203,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000602,BAKER COMMODITIES INC.,60,2,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000607,GOLD LEAF FARMING LLC,60,13,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000608,MOONLIGHT PACKING COMPANY PLANT 7,703,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000609,AUBERRY LDS CHURCH,192,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000611,KEN'S SHOPPING CENTER,187,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000614,QUAIL LAKE COMMUNITY CHURCH,125,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000620,DOLLAR GENERAL STORE  #15320,250,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1000621,MK PROPERTIES,156,6,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,2,0,1
CA1000625,DINO MART 1,104,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000626,EASTON BRANCH LIBRARY,25,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1000627,ZONNEVELD DAIRY - CERINI,62,14,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000629,KINGS RIVER WINERY,50,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,3,0,1
CA1000630,MORAVIA WINES,50,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1000634,SUPER DRIVE IN,50,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1000635,SELMA QUICK STOP,50,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,4,0,1
CA1000637,JEHOVAH'S WITNESSES CHURCH - REEDLEY,330,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1000639,CALWEST RAIN - KERMAN,90,3,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000641,LARRY A SHEHADEY DAIRY,95,2,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000644,IMMANUEL SPORTS COMPLEX,26,5,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1000667,BOB'S MARKET,35,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1000677,CIRCLE K RANCH,25,5,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000678,TOLLHOUSE MARKET & GRILL,30,5,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000679,CLINGANS GROCERY,25,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1009020,FIVE POINTS RANCH,98,8,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1009023,BRITZ/COLUSA,85,15,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1009027,HARRIS FARMS HEADQUARTERS,140,50,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1009028,HARRIS FARMS SOUTH #101-144,182,29,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1009039,PAPPAS & CO (MENDOTA),36,13,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,4,0,1,0
CA1009051,"CANTUA CREEK VINEYARDS, IV, LLC.",52,16,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,3,0,1,0
CA1009078,HARRIS FEEDING COMPANY,203,20,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1009111,SCE/BIG CREEK POWERHOUSE #1,104,60,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1009120,RAU DAIRY,105,43,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1009179,BRITZ/FIVE POINT SYSTEM,76,17,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1009214,WESTSIDE HARVESTING,72,24,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1009222,TERRA LINDA FARMS,80,12,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1009232,"CC FARMS, LLC.",82,19,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1010001,BAKMAN WATER COMPANY,17393,2675,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1010003,CITY OF CLOVIS,130130,40788,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1010004,COALINGA-CITY,17277,4026,COMMUNITY,A ,DISTRICT 23 - FRESNO,nonexclusive_carceral,0,0,0,0
CA1010005,FIREBAUGH CITY,8096,1639,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1010006,CITY OF FOWLER,7448,2305,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,2,0,1
CA1010007,CITY OF FRESNO,545716,144185,COMMUNITY,A ,DISTRICT 11 - MERCED,nonexclusive_carceral,0,0,0,0
CA1010013,"HUME LAKE CHRISTIAN CAMPS, INC",1519,274,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1010017,FCWWD #41/SHAVER LAKE,2722,951,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1010018,"KERMAN, CITY OF",17256,4094,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1010019,"KINGSBURG, CITY OF",13540,4000,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1010020,LATON COMMUNITY SERVICES DISTRICT,1151,473,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1010021,"MENDOTA, CITY OF",11404,2324,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1010023,CITY OF ORANGE COVE,9525,1714,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1010024,CWS - SELMA,26517,6501,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1010025,CITY OF PARLIER,14576,2711,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1010026,PINEDALE COUNTY WATER DISTRICT,16736,2120,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,1,0,1
CA1010027,"REEDLEY, CITY OF",26076,6363,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1010028,RIVERDALE PUBLIC UTILITY DISTRICT,2756,900,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1010029,CITY OF SANGER,26357,7104,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1010030,TRANQUILLITY IRRIGATION DISTRICT,807,340,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1010034,"SAN JOAQUIN, CITY OF",4060,754,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1010035,DEL REY COMMUNITY SERV DIST,1491,312,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1010039,CARUTHERS COMM SERV DIST,2613,752,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,3,0,1,0
CA1010042,MALAGA COUNTY WATER DISTRICT,5979,468,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1010044,"HURON, CITY OF",9306,981,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,2,0,1,0
CA1010049,BIOLA COMMUNITY SERVICES DIST,1623,300,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1010051,FCWWD #18/FRIANT,772,255,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,2,0,1
CA1010052,SIERRA CEDARS CSD,850,233,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1010053,SHAVER LAKE HEIGHTS MWC,836,220,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1010055,FCSA #47/QUAIL LAKE ESTATES,1988,709,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1010057,FRESNO CLOVIS RWRF WATER SYSTEM,190,14,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 11 - MERCED,non_carceral,0,0,0,0
CA1010060,JPD REGIONAL POLICE TRAINING CENTER,264,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 11 - MERCED,non_carceral,0,0,0,0
CA1010062,FCWWD #18/MIRA BELLA,274,51,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,3,0,1
CA1010339,CALIFORNIA STATE UNIVERSITY FRESNO,41000,160,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1010501,NPS-GRANT GROVE,2950,100,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1010800,CAL FIRE - MIRAMONTE CONSERVATION CAMP,52,9,COMMUNITY,A ,DISTRICT 23 - FRESNO,exclusive_carceral,0,1,0,1
CA1100203,ARTOIS COMMUNITY S.D.,254,81,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA1100237,WILLOWS MOBILE HOME COMMUNITY & RV PARK,261,87,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA1100254,VOYLES TRAILER PARK,27,30,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA1100404,DEL ORO WC - BLACK BUTTE DISTRICT,277,84,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA1100413,COUNTRY LEISURE MOBILE ESTATES,40,33,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA1100436,ORLAND OAKS MHP,186,83,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA1100444,ORLAND ESTATES MOBILE H.P.,244,74,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA1100445,ORLAND MOBILE H.P.,178,54,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,1,0,1
CA1100452,THE PALISADES,62,43,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA1100616,ELK CREEK COMMUNITY S.D.,212,93,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA1100711,BUTTE CITY COMMUNITY S.D.,75,48,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,2,0,1
CA1110001,CITY OF ORLAND,8298,2713,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA1110002,CAL-WATER SERVICE CO.-HAMILTON CITY,1799,650,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA1110003,CAL-WATER SERVICE CO.-WILLOWS,7240,2371,COMMUNITY,A ,DISTRICT 21 - VALLEY,nonexclusive_carceral,0,0,0,0
CA1200500,SYLVAN HARBOR TRAILER PARK,231,14,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA1200501,ALDERPOINT COUNTY WATER,185,86,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA1200509,HEARTWOOD INSTITUTE,30,25,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA1200518,RIVERSIDE CSD,333,101,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA1200522,WHITETHORN ELEMENTARY SCHOOL,42,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA1200538,MYERS FLAT M.W.S. INC.,330,99,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA1200541,PHILLIPSVILLE C.S.D.,300,80,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA1200544,REDCREST WATER WORKS,116,31,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA1200546,CASTERLIN SCHOOL,50,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA1200547,MILL CREEK M.W.C.,85,36,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
